n_sq_vo,NOM_ENTIER,TYPE,NOM,WKT,id_propre,date_nom,date_fin
750004906,Rue de la Chaussée d'Antin,RUE,ANTIN,"MULTILINESTRING ((2.33415044566646 48.8709700710956,2.3338546017643 48.8716052231676,2.33380426882391 48.8718426306768,2.33338677742864 48.8727673444252,2.33314641890714 48.872960412305,2.33322656620329 48.8731352335331,2.33270842173459 48.8742900663318,2.33257630304839 48.8746013912393,2.33229074984734 48.875260369851,2.33185357424011 48.8762655626916))",750603146,1712,2020
750005478,Rue du Louvre,RUE,LOUVRE,"MULTILINESTRING ((2.34080350425227 48.8609154351593,2.34093057468621 48.8611274433006,2.34120498472481 48.8617087236129,2.34159008514798 48.8624022273073,2.34170418910732 48.8626314475236,2.34191726383423 48.86303790025,2.34213961386371 48.8634719791795,2.34235269577863 48.8638802385101,2.34241063673493 48.8639955679686,2.34266026331781 48.8644884021407,2.34272502127673 48.8646061134118,2.34304799812883 48.8652061905738,2.34309316689699 48.8652907916681,2.34312462252767 48.8653766799823,2.3432840030997 48.8656852114805,2.34333595013726 48.8657869164966,2.3433904865641 48.8658904190857,2.34376038354394 48.8665856263288,2.34384982600496 48.8667549532165,2.34386687503695 48.8668339991647,2.34393930327712 48.867177877069,2.34392649687789 48.8672240196283,2.34392649728167 48.8672257193894,2.34393249793207 48.8672500894116,2.3439669289201 48.8673377392728))",750604516,1859,2020
750005480,Galerie des Variétés,GALERIE,VARIETES,"MULTILINESTRING ((2.34120399403433 48.8709517409795,2.34128333216704 48.8709415752965,2.34142551352115 48.8709234130612,2.3416207236458 48.8708971362134,2.34164280742871 48.8708942574814,2.34166407264684 48.8708912087646,2.34198878529633 48.8708453211207))",750603179,1834,2020
750005495,Place des Victoires,PLACE,VICTOIRES,"MULTILINESTRING ((2.34109285509394 48.8655326241431,2.34114056125472 48.865526957395,2.34118908627288 48.8655255256542,2.34123679379066 48.8655284817948,2.34128450273017 48.8655358537078,2.34132962070555 48.8655471828497,2.34137146908922 48.8655630986275,2.34140895463668 48.8655836004247,2.34144044303765 48.8656077079597,2.34146852464819 48.865633777098,2.34150858880782 48.8656707177849,2.34151460501168 48.8657165086494,2.34151365617527 48.8657803569064,2.34150343574866 48.8658114719622,2.34148817246665 48.8658418685735,2.34147713198817 48.8658553582535,2.3414753609802 48.8658579656021,2.34146595632174 48.8658698364677,2.34143528939254 48.8658933096982,2.34139876048379 48.8659134635585,2.34136484842847 48.8659296612019,2.3413186148892 48.8659496087428,2.34127431550911 48.8659636393308,2.34122838139095 48.8659716541818,2.3411797191701 48.865973985429,2.34113119424612 48.8659719277113,2.34108348548442 48.8659652662253,2.34103836696513 48.8659543866659,2.3409957004419 48.8659395499839,2.34095657873147 48.8659205769342,2.34092168194881 48.8658980153691,2.34089264690029 48.8658726486416,2.34086715494432 48.8658452212348,2.34085098818354 48.8658269753278,2.34084670656055 48.8658052046914,2.34083988840945 48.8657732808712,2.34083811379056 48.8657412661137,2.3408432917907 48.8657094317435,2.34085514748326 48.8656784966207,2.34087395508251 48.8656490890972,2.34088417727546 48.8656375780188,2.34089780724216 48.8656216609292,2.34092847358823 48.865596839709,2.34096336749787 48.8655748953811,2.34100343974438 48.8655566389904,2.34103330409499 48.8655466102492,2.34104596673276 48.8655426086334,2.34106027765751 48.8655395595041,2.34109285509394 48.8655326241431))",750604994,1685,2020
750005502,Galerie Vivienne,GALERIE,VIVIENNE,"MULTILINESTRING ((2.33944523776718 48.8661591683436,2.33948106216829 48.8662132502887,2.339708584025 48.8666334751944),(2.34017202933641 48.8665129576089,2.3401012870353 48.8665411073753,2.33974007167505 48.8666260098739,2.339708584025 48.8666334751944,2.33989085055221 48.8669779005171,2.33989344355332 48.8670223154261,2.33983810254565 48.8670491245102,2.33920767083113 48.8671916675159,2.33914714945296 48.867205337944))",750604557,1823,2020
750005515,Péristyle de Valois,PERISTYLE,VALOIS,"MULTILINESTRING ((2.33800369989716 48.8636499053905,2.3379449537368 48.8636629815913,2.33780166031214 48.863697919863,2.33764112513817 48.8637357096998),(2.33788911423862 48.8638795816124,2.33780102019471 48.8637081715723,2.33780166031214 48.863697919863))",750605870,1781,2020
750005516,Cour des Fontaines,COUR,FONTAINES,"MULTILINESTRING ((2.33783849691865 48.8633313843959,2.33809610396326 48.863265095784,2.3382021216355 48.8634515402445,2.33832825492981 48.8634230673537,2.33821769611164 48.8632321353308,2.33811139094926 48.8630478575813,2.33800074404931 48.8630858176895,2.33809610396326 48.863265095784))",750606111,1700,1867
750005516,Place de Valois,PLACE,VALOIS,"MULTILINESTRING ((2.33783849691865 48.8633313843959,2.33809610396326 48.863265095784,2.3382021216355 48.8634515402445,2.33832825492981 48.8634230673537,2.33821769611164 48.8632321353308,2.33811139094926 48.8630478575813,2.33800074404931 48.8630858176895,2.33809610396326 48.863265095784))",750606111,1867,2020
750005517,Rue de Valois,RUE,VALOIS,"MULTILINESTRING ((2.3374738863711 48.862671491201,2.33783849691865 48.8633313843959,2.33800369989716 48.8636499053905,2.33810347586269 48.8638250105582,2.33815799880451 48.8639223740714,2.33821756484033 48.8640212934262,2.33834024351568 48.8642376664663,2.33869301876759 48.864891693389,2.33890594308669 48.8653203736177,2.3392382856397 48.8659702715731))",750605759,1814,2020
750005525,Rue Saint-Roch,RUE,SAINT ROCH,"MULTILINESTRING ((2.33135364730621 48.8639906179883,2.33194496943936 48.8649128493271,2.33243998574631 48.8656820538863,2.33244118466166 48.8656839150243,2.33308995812052 48.8666470955048,2.33347486956834 48.8672185418711,2.33367165702529 48.8675106851623,2.33367532276687 48.8675161169234))",750604381,1578,2020
750005530,Rue Sainte-Anne,RUE,SAINTE ANNE,"MULTILINESTRING ((2.33482441587454 48.8648074506582,2.33492539735212 48.8649615698068,2.33496032887017 48.8650721361514,2.33486967203595 48.8650510112593,2.33470780876997 48.865075738461),(2.33496032887017 48.8650721361514,2.33545914385615 48.8661932321289,2.33550589602013 48.8662416129577,2.33568227067548 48.866585586871,2.33586994747197 48.8669500733102,2.3358690595901 48.8669966202428,2.33626572507254 48.8678578928152,2.33629740266982 48.8679266695026,2.33631786301848 48.8679711026039,2.33633544657836 48.8680108593507,2.33633965914794 48.8680207961712,2.33651389073361 48.8684332134544,2.33668494935879 48.8688380843329,2.33668835683553 48.8688772120327,2.3366896384745 48.8688867260867))",750605307,1633,2020
750005543,Rue Thérèse,RUE,THERESE,"MULTILINESTRING ((2.33663985267362 48.8656108657574,2.33550589602013 48.8662416129577,2.33485160783651 48.8664013166666,2.334289326577 48.8665270351204,2.33411989943146 48.8664283814971))",750604631,1692,2020
750005572,Rue Neuve Saint-Augustin,RUE,NEUVE SAINT AUGUSTIN,"MULTILINESTRING ((2.33854484200066 48.8688858258227,2.33844778516444 48.8688859270477,2.33676251239998 48.8688867441025,2.3366896384745 48.8688867260867,2.33662019877891 48.868885943733,2.33593957379497 48.868878739391,2.33559537730508 48.868879637003,2.33548877710022 48.8688799958244,2.33536787853305 48.8688801834213,2.33449707991685 48.868881601533,2.33442226991556 48.868881815993,2.3343303789714 48.8688846469296,2.33418905965315 48.8688929811269,2.3334211425502 48.8688391324581,2.33329588290032 48.8688311258408,2.33326942345821 48.8688294252878))",750603856,1663,1881
750005572,Rue Saint-Augustin,RUE,SAINT AUGUSTIN,"MULTILINESTRING ((2.33854484200066 48.8688858258227,2.33844778516444 48.8688859270477,2.33676251239998 48.8688867441025,2.3366896384745 48.8688867260867,2.33662019877891 48.868885943733,2.33593957379497 48.868878739391,2.33559537730508 48.868879637003,2.33548877710022 48.8688799958244,2.33536787853305 48.8688801834213,2.33449707991685 48.868881601533,2.33442226991556 48.868881815993,2.3343303789714 48.8688846469296,2.33418905965315 48.8688929811269,2.3334211425502 48.8688391324581,2.33329588290032 48.8688311258408,2.33326942345821 48.8688294252878))",750603856,1881,2020
750005584,Rue Saint-Honoré,RUE,SAINT HONORE,"MULTILINESTRING ((2.34577665844572 48.8607031249258,2.34573708462537 48.8607392152726,2.34530297273661 48.8609611278232,2.34503576635538 48.8610381266476,2.34490614366607 48.8610766791024,2.343998165457 48.8611868138199,2.34314457135191 48.8613437004995,2.34292732042721 48.861380673506,2.34270756184929 48.8614100292563,2.34261507445302 48.8614389632045,2.34244645168072 48.8614543051227,2.3424035465753 48.8614615465506,2.34228933332861 48.8614778293463,2.34120498472481 48.8617087236129,2.34052610536114 48.8618643238107,2.3396869374353 48.8620729823495,2.33951834058319 48.8621228165798,2.33946586717134 48.8621353174952,2.33918428067245 48.8622183187638,2.33809322414146 48.8625060171577,2.3374738863711 48.862671491201,2.33731320388414 48.862711447229,2.33652069229575 48.8629092097708,2.33571480202231 48.86311781268,2.33561909119677 48.863147991403,2.33557669821598 48.8632676219723,2.33465928480594 48.8636202162848,2.33423333078292 48.8638230047395,2.334068932523 48.8638983061505,2.333120642435 48.8643624435196,2.33269563076632 48.8645646776862,2.33230878237334 48.8647470372373,2.33194496943936 48.8649128493271,2.3319016221161 48.8649354192773,2.33159996231819 48.8650900827003,2.33087068176837 48.8654633381672,2.33081697450714 48.8654916622703,2.33076340171584 48.8655198072317,2.33016444321055 48.8658199623732,2.33000086285425 48.8659020482696,2.32857549554391 48.866610237247,2.32844599255766 48.8666681318026,2.32783705263237 48.8669051543524,2.32716281159233 48.8671538228513,2.32686808774499 48.8672479530921,2.3262137518947 48.8674405209122,2.3258711792064 48.8675343739205,2.32458659634149 48.8679345691112,2.32323375349001 48.8683849391681))",750606630,1241,2020
750005589,Rue Saint-Marc,RUE,SAINT MARC,"MULTILINESTRING ((2.34262220069234 48.870224788575,2.34243939504745 48.870220751865,2.34236702309919 48.8702203506591,2.34229626371683 48.8702586191423,2.34185404617035 48.8702942521166,2.3414936214913 48.8703309585167,2.3412594252027 48.8703547092989,2.34103109158829 48.8703754925977,2.34089559060626 48.8703878175557,2.34080016627898 48.8703919578413,2.34077971909027 48.8703939370974,2.33944038166505 48.8705297705709,2.3393585895013 48.8705381362979,2.33928102476726 48.8705536058169,2.33805755351865 48.8707979618055,2.33805673566677 48.8707977369441,2.33797316983076 48.8707665784713))",750603284,1650,2020
750005594,Rue Rameau,RUE,RAMEAU,"MULTILINESTRING ((2.33789991066112 48.8676711848466,2.33779767639217 48.8676942980724,2.33716041473185 48.8678390057817,2.33709648493338 48.8678535655323,2.33703091867447 48.8678679543024,2.33639188058497 48.8680092314753,2.33633965914794 48.8680207961712))",750604234,1806,2020
750005595,Rue Réaumur,RUE,REAUMUR,"MULTILINESTRING ((2.35963184893622 48.8646797071266,2.3594393737177 48.8647397632487,2.35826985055418 48.8649879232863,2.35713602613268 48.8652304970656,2.35663174193109 48.8653495530296,2.35647067019103 48.8653870269822,2.35615360659199 48.8654180713267,2.35602866832575 48.8654552687064,2.35567835516212 48.8655486903275,2.35556196659245 48.865594986938,2.35404869216889 48.8659269185822,2.35377374970114 48.8659769964238,2.35346026394167 48.866045658108,2.35323795925806 48.8660859787896,2.35297898900483 48.8661373651242,2.35272601856231 48.8661910874645,2.35252276428065 48.8662188147143,2.35233415634702 48.8662717179524,2.35215778562269 48.866313198921,2.35203052344108 48.866345032949,2.35193888848467 48.8663636784296,2.35127006406946 48.8665133166548,2.35114316764844 48.8665417495064,2.35099841599648 48.8665717141145,2.35043017279348 48.8666895004687,2.34956724243048 48.8668761123756,2.34945383864354 48.8669004950719,2.34935079389997 48.8669228987625,2.34807841038682 48.8671997608803,2.34765136768498 48.8672954228813,2.34742890299249 48.8673410829994,2.3473266740861 48.8673634039585,2.34720822474946 48.8673889450456,2.34652764806425 48.8675357694682,2.34636912397056 48.8675699557409,2.34621155409032 48.8676047801533,2.3456296583854 48.8677336848537,2.34549675903228 48.8677632012804,2.34535363473064 48.8677902711809,2.34375718592065 48.8681324692605,2.34360124661901 48.8681660311048,2.34341545630149 48.8682069501974,2.34226199422545 48.8684616890201,2.34199277906546 48.8685262704916,2.34190207697553 48.8685480647162))",750603978,1895,2020
750005602,Rue de Richelieu,RUE,RICHELIEU,"MULTILINESTRING ((2.33557669821598 48.8632676219723,2.33589361106762 48.8638681590576,2.33619523795679 48.8644189662385,2.33634766367497 48.8647143249652,2.33654132153182 48.8650896012198,2.33681120415496 48.8655834734034,2.33677126548755 48.8655604968527,2.33673412295088 48.8655555955381,2.33663985267362 48.8656108657574,2.33679725878405 48.8657369251589,2.33690824053726 48.8658006120668),(2.33681120415496 48.8655834734034,2.33690824053726 48.8658006120668,2.33695594714975 48.8658901795398,2.33722857908854 48.8663980971862,2.3372393884234 48.8664052285905,2.33737196360327 48.8666490752637,2.33739295664929 48.8666837056276,2.3373921377304 48.8666860348926,2.33789991066112 48.8676711848466,2.33809839072648 48.8680864680308,2.33819217680234 48.8682046315187,2.33851757812765 48.8688325896598,2.33854484200066 48.8688858258227,2.33856529091276 48.868944008472,2.33864108750318 48.8690927567487,2.33868457574803 48.869177997471,2.33872806378805 48.8692631581275,2.33883535278754 48.8694715177299,2.33891974043724 48.8696382415856,2.33904325419616 48.8698797845061,2.33933814016547 48.8704947012696,2.3393585895013 48.8705381362979,2.3393798575297 48.8705818402456,2.33954264112638 48.8709171755579,2.33967638770291 48.8712007129206,2.33996011091556 48.8718025900765,2.34004423330595 48.8719808237334))",750604233,1629,2020
750005604,Rue de Rivoli,RUE,RIVOLI,"MULTILINESTRING ((2.36162117263961 48.8550170727165,2.36148255529183 48.8551095490989,2.36114004988083 48.8551983638811,2.36007160598969 48.8554467898029,2.35967480467432 48.8555404857734,2.35896493241202 48.8557087920398,2.35797298519197 48.8559507172703,2.35712586402639 48.8561479673275,2.3565998418835 48.8562748598329,2.35552577063252 48.8565377672991,2.35496385840173 48.8566644593087,2.35402799141044 48.8568995879132,2.35382467381687 48.856947819564,2.35356482396316 48.8569903224026,2.35235349084539 48.8572807749601,2.3516128302686 48.857427205612,2.35144283246327 48.8574873799545,2.35116024762949 48.8575840805201,2.35108693149253 48.8576037744544,2.3502726948578 48.8578488387651,2.35018507083654 48.857877176359,2.35009812720872 48.85790570285,2.34985201530354 48.8579847687759,2.34965182808282 48.8580476607565,2.3490779006225 48.8582237492617,2.34839045403542 48.8584423020865,2.34821983843919 48.8585164290796,2.34816542239386 48.8585339973706,2.34743389521437 48.8587703185418,2.34645014628416 48.8590881052118,2.34561878799044 48.8593566530911,2.34518696344061 48.8594961372793,2.34481202124948 48.8596172437674,2.34478584176022 48.8596257081051,2.34397031581553 48.8598904298031,2.34396862579843 48.8598909610473,2.34390207786359 48.8599124935678,2.34339651257472 48.8600761039092,2.34234368298288 48.8604167986894,2.34212981897959 48.860485999957,2.34120137682978 48.860786445313,2.34082642824806 48.8609077631777,2.34080350425227 48.8609154351593,2.33981378341627 48.8612468151007,2.33912346030962 48.8614779470962,2.33811603906382 48.8618035214249,2.33811556129532 48.8618036833632,2.33699545001015 48.862167054971,2.33690689717612 48.862195787769,2.33630129711592 48.8623922353029,2.33623393856077 48.8624140873124,2.33527797425033 48.8627241871743,2.33377585995784 48.8632085116003,2.33227048606344 48.8636938583617,2.33208658259071 48.8637531495831,2.33190687583624 48.8638113712419,2.33135364730621 48.8639906179883,2.33011269491907 48.8643883953729,2.32929563732793 48.8646502876638,2.32725709327464 48.865303671992,2.32600199265072 48.8657101523905,2.32502552168188 48.8660263968216,2.32414890481798 48.8663102703179,2.32371946833075 48.866345169212,2.32344515081178 48.8663296349345))",750606263,1848,2020
750005620,Rue de Port-Mahon,RUE,PORT MAHON,"MULTILINESTRING ((2.33418905965315 48.8688929811269,2.33405401829406 48.8694706187091,2.3339458870582 48.8699798757409,2.33393729730393 48.8700179141768,2.33393972014656 48.8700677880782))",750603839,1795,2020
750005624,Passage des Princes,PASSAGE,PRINCES,"MULTILINESTRING ((2.33942606339 48.8712647218591,2.33960242059419 48.8712225770156,2.33967638770291 48.8712007129206),(2.33942606339 48.8712647218591,2.33956355770357 48.8715349499189),(2.33904487330763 48.8718092150096,2.33911086061369 48.8716357342193,2.33896780615508 48.8713654965308,2.33942606339 48.8712647218591))",750603028,1860,2020
750005625,Galerie des Proues,GALERIE,PROUES,"MULTILINESTRING ((2.33764112513817 48.8637357096998,2.33747810489728 48.8634220261981,2.3374050461627 48.863281416219))",750605946,1634,2020
750005629,Rue des Pyramides,RUE,PYRAMIDES,"MULTILINESTRING ((2.33227543347931 48.8639896749587,2.33269563076632 48.8645646776862,2.33326123640086 48.8653190961435,2.33358397813514 48.865762636076,2.33394247884852 48.8662328398648,2.33397041446399 48.8663510946174,2.33411989943146 48.8664283814971,2.33407284023114 48.8662865915507,2.33394247884852 48.8662328398648))",750604730,1802,2020
750005639,Rue Monsigny,RUE,MONSIGNY,"MULTILINESTRING ((2.33510712004455 48.8681895289858,2.33512415791503 48.8682197444405,2.33546330149549 48.8688344024982,2.33548877710022 48.8688799958244,2.33551358618585 48.8689250494343,2.33570605509257 48.8692769369541,2.33581401174121 48.869505443804,2.33581005444244 48.8697268452784))",750603854,1829,2020
750005642,Boulevard Montmartre,BOULEVARD,MONTMARTRE,"MULTILINESTRING ((2.34306893682108 48.8714888837218,2.34185933557421 48.8716856184453,2.34162581652485 48.8717235967317,2.34004423330595 48.8719808237334))",750602867,1676,2020
750005644,Galerie Montmartre,GALERIE,MONTMARTRE,"MULTILINESTRING ((2.34266600265999 48.8704905856131,2.34255529854339 48.870501957723,2.34191800735984 48.8705677183372,2.34155608096961 48.8706042278084))",750603301,1834,2020
750005645,Rue Montmartre,RUE,MONTMARTRE,"MULTILINESTRING ((2.3461781294578 48.8632443250552,2.34602235843035 48.8632791312316,2.34594103011162 48.8633685881411,2.34564098052897 48.8638523241381,2.34547147245582 48.8641583700149,2.34512564138487 48.8648034286065,2.34504658454649 48.8648904752992,2.34475408750973 48.865590636654,2.34465787615415 48.865812152634,2.34457989816074 48.8660124089227,2.3444976485741 48.8661913344722,2.34443891920676 48.8663223539089,2.34427081184718 48.8667104208098,2.34421408744426 48.8668505767052,2.34417521709873 48.8668927012192,2.34414973520669 48.8669517851593,2.34401006139608 48.8672695077822,2.34400747279179 48.8672759922489,2.3439669289201 48.8673377392728,2.34395937033959 48.867381543522,2.34378685340359 48.8677810302776,2.34364976079435 48.8680655698819,2.34360124661901 48.8681660311048,2.34355518676292 48.8682735781904,2.3434215025033 48.8685842853897,2.34333973937907 48.8687841095536,2.34315214460894 48.869141780059,2.34283146285011 48.8697494388499,2.34277756966326 48.8699278393605,2.34268260793223 48.8700219088101,2.34262220069234 48.870224788575,2.3426449639136 48.8704475112598,2.34266600265999 48.8704905856131,2.34284713387412 48.870861264954,2.34306893682108 48.8714888837218))",750604686,1200,2020
750005659,Rue des Petits Champs,RUE,PETITS CHAMPS,"MULTILINESTRING ((2.33976893946659 48.8660826763997,2.33967015776608 48.8661060243261,2.33944523776718 48.8661591683436,2.33928484603232 48.8661970771435,2.33905043905578 48.8662524595763,2.33867849584452 48.8663403538216,2.33737196360327 48.8666490752637,2.33656326494557 48.8668360827715,2.33586968725213 48.8669964672398,2.3358690595901 48.8669966202428,2.33524948190728 48.8671433495668,2.33510895735871 48.8671766298643,2.33459946086121 48.8672972792613,2.33367532276687 48.8675161169234))",750604672,1273,2020
750005660,Place des Petits Pères,PLACE,PETITS PERES,"MULTILINESTRING ((2.34052087936056 48.8662219314859,2.34061567003582 48.8664311628061),(2.34095610314434 48.8662776518626,2.34101118177323 48.8663927033813))",750604707,1805,2020
750005661,Rue des Petits Pères,RUE,PETITS PERES,"MULTILINESTRING ((2.33976893946659 48.8660826763997,2.33997429102555 48.866138038611,2.34007740971806 48.8661690779288,2.34052087936056 48.8662219314859,2.34095610314434 48.8662776518626,2.34116512163656 48.8663043970784,2.3412877020101 48.8662814424154))",750604734,1615,2020
750005669,Rue du Dix Décembre,RUE,DIX DECEMBRE,"MULTILINESTRING ((2.3341076397226 48.8700411647444,2.33393972014656 48.8700677880782),(2.33786327122903 48.8693394304382,2.33686897333589 48.8695204629261,2.3367768224887 48.8695370992065),(2.33976323804756 48.8689589981079,2.33945475753456 48.869026092173),(2.33374108711057 48.8701111289615,2.33363398006685 48.8701307661141,2.33307165475716 48.8702381246492,2.33289022435533 48.8702660867946,2.33269077235756 48.8702969250161),(2.340080169683 48.8689120465474,2.33994126393363 48.8689325635441,2.33976323804756 48.8689589981079),(2.33595659664908 48.8696977993104,2.33588748264646 48.86971137814,2.33581005444244 48.8697268452784),(2.3367768224887 48.8695370992065,2.33668412724653 48.8695552648781,2.33604944339141 48.869679553202,2.33595659664908 48.8696977993104),(2.33868457574803 48.869177997471,2.33857811311749 48.8691990428796,2.33786327122903 48.8693394304382),(2.33581005444244 48.8697268452784,2.3349025762919 48.8698924832907,2.3348123469915 48.8699088571364),(2.33945475753456 48.869026092173,2.33879103850272 48.8691570428019,2.33868457574803 48.869177997471),(2.33393972014656 48.8700677880782,2.33374108711057 48.8701111289615),(2.3348123469915 48.8699088571364,2.33468787264902 48.8699333972554,2.33427809445605 48.8700141442763,2.3341076397226 48.8700411647444),(2.33801921953212 48.86945237715,2.33796046699841 48.8694185660909,2.33791357264091 48.869391588146,2.33786327122903 48.8693394304382))",750603659,1864,1870
750005669,Rue du Quatre Septembre,RUE,QUATRE SEPTEMBRE,"MULTILINESTRING ((2.3341076397226 48.8700411647444,2.33393972014656 48.8700677880782),(2.33786327122903 48.8693394304382,2.33686897333589 48.8695204629261,2.3367768224887 48.8695370992065),(2.33976323804756 48.8689589981079,2.33945475753456 48.869026092173),(2.33374108711057 48.8701111289615,2.33363398006685 48.8701307661141,2.33307165475716 48.8702381246492,2.33289022435533 48.8702660867946,2.33269077235756 48.8702969250161),(2.340080169683 48.8689120465474,2.33994126393363 48.8689325635441,2.33976323804756 48.8689589981079),(2.33595659664908 48.8696977993104,2.33588748264646 48.86971137814,2.33581005444244 48.8697268452784),(2.3367768224887 48.8695370992065,2.33668412724653 48.8695552648781,2.33604944339141 48.869679553202,2.33595659664908 48.8696977993104),(2.33868457574803 48.869177997471,2.33857811311749 48.8691990428796,2.33786327122903 48.8693394304382),(2.33581005444244 48.8697268452784,2.3349025762919 48.8698924832907,2.3348123469915 48.8699088571364),(2.33945475753456 48.869026092173,2.33879103850272 48.8691570428019,2.33868457574803 48.869177997471),(2.33393972014656 48.8700677880782,2.33374108711057 48.8701111289615),(2.3348123469915 48.8699088571364,2.33468787264902 48.8699333972554,2.33427809445605 48.8700141442763,2.3341076397226 48.8700411647444),(2.33801921953212 48.86945237715,2.33796046699841 48.8694185660909,2.33791357264091 48.869391588146,2.33786327122903 48.8693394304382))",750603659,1870,2020
750005677,Rue Paul Lelong,RUE,PAUL LELONG,"MULTILINESTRING ((2.34378685340359 48.8677810302776,2.34367616743278 48.8677786723513,2.34164679484101 48.8676138102578,2.3415257891558 48.8675983396082,2.34146025078586 48.8676014810682,2.34090642024567 48.8676955679084,2.34082981383487 48.8677086100994))",750604261,1847,2020
750005683,Péristyle de Montpensier,PERISTYLE,MONTPENSIER,"MULTILINESTRING ((2.33674470763479 48.8639204893291,2.33674063244149 48.8639376838375,2.33658711491114 48.8639726566257,2.33643541056774 48.8640067390242,2.33638429606278 48.8640180787644),(2.33658711491114 48.8639726566257,2.33666712385725 48.8641340759536,2.33683971035186 48.8641170076978))",750605735,1781,2020
